prcp,snow,tavg,tmax,tmin,awnd,date,month,year,day
0.0,0.0,53.0,59.0,40.0,11.4,2013-04-07,4,2013,7
0.49,0.0,50.0,64.0,41.0,13.9,2013-04-08,4,2013,8
0.2,0.0,44.0,55.0,39.0,11.9,2013-04-09,4,2013,9
0.94,0.0,40.0,41.0,38.0,16.1,2013-04-10,4,2013,10
0.24,0.0,41.0,46.0,38.0,9.4,2013-04-11,4,2013,11
0.0,0.0,41.0,45.0,37.0,13.4,2013-04-12,4,2013,12
0.0,0.0,39.0,45.0,34.0,12.5,2013-04-13,4,2013,13
0.0,0.0,45.0,69.0,38.0,15.0,2013-04-14,4,2013,14
0.36,0.0,61.0,66.0,44.0,13.4,2013-04-15,4,2013,15
0.01,0.0,47.0,58.0,40.0,7.6,2013-04-16,4,2013,16
2.01,0.0,43.0,49.0,42.0,11.0,2013-04-17,4,2013,17
3.54,0.0,52.0,63.0,39.0,15.4,2013-04-18,4,2013,18
0.01,0.1,41.0,40.0,33.0,19.5,2013-04-19,4,2013,19
0.0,0.0,37.0,47.0,31.0,9.4,2013-04-20,4,2013,20
0.0,0.0,40.0,54.0,29.0,11.4,2013-04-21,4,2013,21
0.0,0.0,51.0,67.0,38.0,9.6,2013-04-22,4,2013,22
0.7,0.0,53.0,59.0,38.0,9.6,2013-04-23,4,2013,23
0.04,0.0,41.0,50.0,37.0,12.3,2013-04-24,4,2013,24
0.07,0.0,45.0,51.0,38.0,11.9,2013-04-25,4,2013,25
0.0,0.0,49.0,67.0,34.0,11.6,2013-04-26,4,2013,26
0.0,0.0,57.0,68.0,43.0,6.7,2013-04-27,4,2013,27
0.03,0.0,58.0,65.0,49.0,5.8,2013-04-28,4,2013,28
0.0,0.0,60.0,74.0,47.0,12.1,2013-04-29,4,2013,29
0.0,0.0,70.0,85.0,61.0,17.2,2013-04-30,4,2013,30
0.0,0.0,74.0,84.0,56.0,9.6,2013-05-01,5,2013,1
0.11,0.0,54.0,55.0,42.0,15.4,2013-05-02,5,2013,2
0.05,0.0,44.0,48.0,40.0,11.4,2013-05-03,5,2013,3
0.02,0.0,55.0,71.0,48.0,6.9,2013-05-04,5,2013,4
0.0,0.0,58.0,69.0,48.0,9.4,2013-05-05,5,2013,5
0.0,0.0,60.0,71.0,50.0,8.1,2013-05-06,5,2013,6
0.0,0.0,61.0,75.0,48.0,5.8,2013-05-07,5,2013,7
0.0,0.0,65.0,79.0,48.0,5.1,2013-05-08,5,2013,8
0.32,0.0,64.0,75.0,46.0,5.8,2013-05-09,5,2013,9
0.13,0.0,47.0,47.0,44.0,10.1,2013-05-10,5,2013,10
0.0,0.0,50.0,60.0,43.0,12.8,2013-05-11,5,2013,11
0.0,0.0,46.0,55.0,37.0,11.2,2013-05-12,5,2013,12
0.0,0.0,48.0,64.0,36.0,5.8,2013-05-13,5,2013,13
0.0,0.0,65.0,91.0,50.0,11.6,2013-05-14,5,2013,14
0.0,0.0,76.0,84.0,60.0,8.5,2013-05-15,5,2013,15
0.0,0.0,70.0,83.0,53.0,4.9,2013-05-16,5,2013,16
0.0,0.0,61.0,70.0,55.0,6.7,2013-05-17,5,2013,17
0.0,0.0,66.0,80.0,56.0,6.5,2013-05-18,5,2013,18
0.0,0.0,72.0,86.0,58.0,7.6,2013-05-19,5,2013,19
1.09,0.0,80.0,89.0,65.0,13.6,2013-05-20,5,2013,20
0.56,0.0,73.0,81.0,64.0,12.1,2013-05-21,5,2013,21
1.35,0.0,69.0,73.0,52.0,7.4,2013-05-22,5,2013,22
0.06,0.0,54.0,54.0,42.0,14.8,2013-05-23,5,2013,23
0.0,0.0,48.0,57.0,41.0,8.1,2013-05-24,5,2013,24
0.0,0.0,50.0,57.0,44.0,5.1,2013-05-25,5,2013,25
0.02,0.0,54.0,68.0,44.0,7.4,2013-05-26,5,2013,26
0.23,0.0,57.0,62.0,53.0,9.2,2013-05-27,5,2013,27
0.2,0.0,65.0,76.0,56.0,10.3,2013-05-28,5,2013,28
0.01,0.0,71.0,84.0,64.0,8.7,2013-05-29,5,2013,29
0.51,0.0,76.0,83.0,64.0,14.5,2013-05-30,5,2013,30
0.3,0.0,71.0,77.0,64.0,12.1,2013-05-31,5,2013,31
0.56,0.0,70.0,76.0,63.0,13.0,2013-06-01,6,2013,1
0.01,0.0,58.0,63.0,43.0,6.3,2013-06-02,6,2013,2
0.0,0.0,54.0,68.0,43.0,4.9,2013-06-03,6,2013,3
0.0,0.0,60.0,72.0,50.0,6.0,2013-06-04,6,2013,4
0.01,0.0,62.0,73.0,54.0,8.3,2013-06-05,6,2013,5
0.15,0.0,58.0,64.0,52.0,9.2,2013-06-06,6,2013,6
0.0,0.0,58.0,68.0,52.0,9.8,2013-06-07,6,2013,7
0.0,0.0,62.0,74.0,49.0,5.4,2013-06-08,6,2013,8
0.01,0.0,67.0,80.0,55.0,8.9,2013-06-09,6,2013,9
0.26,0.0,71.0,76.0,60.0,4.3,2013-06-10,6,2013,10
0.0,0.0,70.0,83.0,60.0,4.5,2013-06-11,6,2013,11
0.75,0.0,75.0,86.0,63.0,8.1,2013-06-12,6,2013,12
0.0,0.0,67.0,73.0,58.0,12.3,2013-06-13,6,2013,13
0.0,0.0,64.0,78.0,56.0,7.8,2013-06-14,6,2013,14
0.17,0.0,67.0,80.0,58.0,7.6,2013-06-15,6,2013,15
0.0,0.0,76.0,86.0,69.0,9.2,2013-06-16,6,2013,16
0.03,0.0,77.0,88.0,59.0,8.1,2013-06-17,6,2013,17
0.0,0.0,63.0,71.0,56.0,11.6,2013-06-18,6,2013,18
0.0,0.0,63.0,75.0,53.0,6.9,2013-06-19,6,2013,19
0.0,0.0,71.0,86.0,56.0,5.8,2013-06-20,6,2013,20
0.79,0.0,75.0,82.0,68.0,9.6,2013-06-21,6,2013,21
0.04,0.0,73.0,80.0,67.0,8.5,2013-06-22,6,2013,22
0.84,0.0,76.0,87.0,66.0,11.4,2013-06-23,6,2013,23
0.18,0.0,76.0,89.0,67.0,10.1,2013-06-24,6,2013,24
0.03,0.0,73.0,85.0,67.0,6.9,2013-06-25,6,2013,25
1.48,0.0,73.0,80.0,66.0,7.4,2013-06-26,6,2013,26
0.92,0.0,76.0,90.0,64.0,7.2,2013-06-27,6,2013,27
0.0,0.0,75.0,83.0,67.0,11.0,2013-06-28,6,2013,28
0.0,0.0,68.0,72.0,64.0,12.3,2013-06-29,6,2013,29
0.0,0.0,68.0,77.0,62.0,13.9,2013-06-30,6,2013,30
0.0,0.0,68.0,75.0,59.0,12.3,2013-07-01,7,2013,1
0.0,0.0,65.0,68.0,60.0,11.2,2013-07-02,7,2013,2
0.02,0.0,64.0,72.0,59.0,5.4,2013-07-03,7,2013,3
0.0,0.0,69.0,83.0,56.0,5.1,2013-07-04,7,2013,4
0.0,0.0,74.0,86.0,60.0,4.9,2013-07-05,7,2013,5
0.0,0.0,75.0,83.0,65.0,4.5,2013-07-06,7,2013,6
0.0,0.0,77.0,88.0,70.0,6.7,2013-07-07,7,2013,7
0.5,0.0,78.0,86.0,70.0,8.5,2013-07-08,7,2013,8
0.0,0.0,80.0,85.0,73.0,7.4,2013-07-09,7,2013,9
0.0,0.0,81.0,85.0,66.0,8.3,2013-07-10,7,2013,10
0.0,0.0,73.0,81.0,64.0,7.4,2013-07-11,7,2013,11
0.0,0.0,72.0,83.0,58.0,4.9,2013-07-12,7,2013,12
0.0,0.0,74.0,84.0,62.0,7.6,2013-07-13,7,2013,13
0.0,0.0,78.0,88.0,72.0,7.6,2013-07-14,7,2013,14
0.09,0.0,80.0,89.0,71.0,5.1,2013-07-15,7,2013,15
0.0,0.0,81.0,92.0,73.0,6.7,2013-07-16,7,2013,16
0.0,0.0,85.0,94.0,76.0,6.9,2013-07-17,7,2013,17
0.0,0.0,85.0,95.0,77.0,8.1,2013-07-18,7,2013,18
0.58,0.0,86.0,96.0,71.0,14.1,2013-07-19,7,2013,19
0.06,0.0,80.0,89.0,71.0,7.6,2013-07-20,7,2013,20
0.01,0.0,76.0,88.0,68.0,6.7,2013-07-21,7,2013,21
0.0,0.0,76.0,87.0,71.0,7.4,2013-07-22,7,2013,22
0.03,0.0,75.0,78.0,63.0,11.0,2013-07-23,7,2013,23
0.0,0.0,66.0,72.0,60.0,8.1,2013-07-24,7,2013,24
0.0,0.0,68.0,81.0,57.0,5.1,2013-07-25,7,2013,25
0.39,0.0,69.0,70.0,62.0,8.5,2013-07-26,7,2013,26
0.0,0.0,62.0,65.0,55.0,10.5,2013-07-27,7,2013,27
0.0,0.0,60.0,69.0,54.0,9.2,2013-07-28,7,2013,28
0.0,0.0,65.0,76.0,57.0,6.9,2013-07-29,7,2013,29
0.04,0.0,66.0,74.0,57.0,4.7,2013-07-30,7,2013,30
0.5,0.0,68.0,75.0,62.0,4.5,2013-07-31,7,2013,31
0.0,0.0,70.0,81.0,61.0,7.8,2013-08-01,8,2013,1
0.63,0.0,72.0,84.0,62.0,8.3,2013-08-02,8,2013,2
0.0,0.0,74.0,81.0,64.0,6.7,2013-08-03,8,2013,3
0.0,0.0,69.0,75.0,60.0,7.8,2013-08-04,8,2013,4
0.07,0.0,66.0,75.0,58.0,7.6,2013-08-05,8,2013,5
0.04,0.0,72.0,83.0,67.0,8.1,2013-08-06,8,2013,6
0.0,0.0,79.0,89.0,67.0,9.8,2013-08-07,8,2013,7
0.0,0.0,72.0,78.0,65.0,9.4,2013-08-08,8,2013,8
0.0,0.0,72.0,82.0,59.0,5.4,2013-08-09,8,2013,9
0.0,0.0,74.0,81.0,64.0,6.5,2013-08-10,8,2013,10
0.01,0.0,71.0,81.0,60.0,2.9,2013-08-11,8,2013,11
0.27,0.0,74.0,82.0,67.0,7.6,2013-08-12,8,2013,12
0.0,0.0,67.0,70.0,58.0,9.6,2013-08-13,8,2013,13
0.0,0.0,64.0,72.0,56.0,7.2,2013-08-14,8,2013,14
0.0,0.0,64.0,75.0,55.0,4.9,2013-08-15,8,2013,15
0.0,0.0,69.0,82.0,55.0,5.1,2013-08-16,8,2013,16
0.0,0.0,71.0,81.0,57.0,6.5,2013-08-17,8,2013,17
0.0,0.0,72.0,81.0,59.0,4.9,2013-08-18,8,2013,18
0.0,0.0,72.0,85.0,57.0,5.4,2013-08-19,8,2013,19
0.0,0.0,77.0,88.0,66.0,8.1,2013-08-20,8,2013,20
0.01,0.0,79.0,90.0,68.0,8.9,2013-08-21,8,2013,21
0.23,0.0,75.0,78.0,68.0,6.9,2013-08-22,8,2013,22
0.0,0.0,73.0,82.0,62.0,6.7,2013-08-23,8,2013,23
0.0,0.0,73.0,86.0,60.0,6.0,2013-08-24,8,2013,24
0.0,0.0,77.0,89.0,65.0,9.6,2013-08-25,8,2013,25
0.0,0.0,80.0,92.0,70.0,9.4,2013-08-26,8,2013,26
0.0,0.0,84.0,96.0,77.0,12.1,2013-08-27,8,2013,27
0.0,0.0,81.0,83.0,71.0,9.4,2013-08-28,8,2013,28
0.0,0.0,77.0,89.0,66.0,4.7,2013-08-29,8,2013,29
0.36,0.0,80.0,96.0,67.0,8.3,2013-08-30,8,2013,30
0.07,0.0,73.0,78.0,71.0,7.2,2013-08-31,8,2013,31
0.14,0.0,74.0,85.0,65.0,5.1,2013-09-01,9,2013,1
0.0,0.0,72.0,79.0,60.0,9.2,2013-09-02,9,2013,2
0.0,0.0,66.0,77.0,57.0,5.8,2013-09-03,9,2013,3
0.0,0.0,69.0,84.0,59.0,6.9,2013-09-04,9,2013,4
0.0,0.0,71.0,74.0,59.0,9.2,2013-09-05,9,2013,5
0.0,0.0,69.0,86.0,57.0,6.0,2013-09-06,9,2013,6
0.01,0.0,76.0,88.0,65.0,6.9,2013-09-07,9,2013,7
0.0,0.0,75.0,77.0,71.0,11.9,2013-09-08,9,2013,8
0.0,0.0,78.0,94.0,68.0,10.1,2013-09-09,9,2013,9
0.0,0.0,87.0,95.0,77.0,12.5,2013-09-10,9,2013,10
0.0,0.0,83.0,91.0,75.0,7.6,2013-09-11,9,2013,11
0.0,0.0,75.0,82.0,62.0,9.4,2013-09-12,9,2013,12
0.0,0.0,62.0,67.0,52.0,11.4,2013-09-13,9,2013,13
0.0,0.0,59.0,72.0,47.0,5.8,2013-09-14,9,2013,14
0.65,0.0,59.0,62.0,56.0,5.4,2013-09-15,9,2013,15
0.0,0.0,59.0,64.0,51.0,10.7,2013-09-16,9,2013,16
0.0,0.0,59.0,71.0,49.0,7.6,2013-09-17,9,2013,17
0.55,0.0,68.0,81.0,60.0,8.9,2013-09-18,9,2013,18
0.84,0.0,73.0,84.0,69.0,10.5,2013-09-19,9,2013,19
0.0,0.0,73.0,76.0,58.0,11.0,2013-09-20,9,2013,20
0.0,0.0,60.0,67.0,52.0,10.1,2013-09-21,9,2013,21
0.0,0.0,57.0,67.0,49.0,7.6,2013-09-22,9,2013,22
0.0,0.0,58.0,67.0,46.0,6.0,2013-09-23,9,2013,23
0.0,0.0,60.0,70.0,49.0,8.1,2013-09-24,9,2013,24
0.0,0.0,62.0,70.0,51.0,5.8,2013-09-25,9,2013,25
0.0,0.0,63.0,75.0,50.0,4.3,2013-09-26,9,2013,26
0.0,0.0,66.0,81.0,52.0,7.4,2013-09-27,9,2013,27
0.2,0.0,68.0,84.0,55.0,12.8,2013-09-28,9,2013,28
0.18,0.0,65.0,68.0,51.0,7.6,2013-09-29,9,2013,29
0.0,0.0,60.0,74.0,47.0,6.3,2013-09-30,9,2013,30
0.0,0.0,67.0,79.0,62.0,12.3,2013-10-01,10,2013,1
0.0,0.0,70.0,76.0,62.0,6.5,2013-10-02,10,2013,2
0.12,0.0,68.0,78.0,60.0,7.8,2013-10-03,10,2013,3
0.0,0.0,69.0,74.0,65.0,6.3,2013-10-04,10,2013,4
0.82,0.0,69.0,80.0,61.0,6.5,2013-10-05,10,2013,5
0.09,0.0,60.0,64.0,45.0,9.6,2013-10-06,10,2013,6
0.0,0.0,53.0,68.0,45.0,8.9,2013-10-07,10,2013,7
0.0,0.0,58.0,75.0,43.0,5.6,2013-10-08,10,2013,8
0.0,0.0,60.0,71.0,48.0,4.7,2013-10-09,10,2013,9
0.0,0.0,61.0,74.0,46.0,3.8,2013-10-10,10,2013,10
0.0,0.0,64.0,76.0,51.0,7.6,2013-10-11,10,2013,11
0.12,0.0,62.0,73.0,46.0,7.4,2013-10-12,10,2013,12
0.0,0.0,55.0,64.0,44.0,6.7,2013-10-13,10,2013,13
0.0,0.0,54.0,62.0,42.0,8.5,2013-10-14,10,2013,14
0.07,0.0,57.0,64.0,49.0,10.5,2013-10-15,10,2013,15
0.0,0.0,52.0,54.0,47.0,10.7,2013-10-16,10,2013,16
0.29,0.0,50.0,53.0,40.0,6.9,2013-10-17,10,2013,17
0.0,0.0,45.0,50.0,39.0,8.7,2013-10-18,10,2013,18
0.01,0.0,47.0,54.0,42.0,9.2,2013-10-19,10,2013,19
0.01,0.0,47.0,61.0,36.0,6.0,2013-10-20,10,2013,20
0.0,0.0,50.0,55.0,33.0,11.4,2013-10-21,10,2013,21
0.0,0.0,36.0,42.0,29.0,6.0,2013-10-22,10,2013,22
0.0,0.0,38.0,46.0,32.0,10.1,2013-10-23,10,2013,23
0.0,0.0,39.0,44.0,31.0,11.0,2013-10-24,10,2013,24
0.0,0.0,38.0,51.0,29.0,11.6,2013-10-25,10,2013,25
0.0,0.0,47.0,55.0,37.0,14.3,2013-10-26,10,2013,26
0.0,0.0,42.0,54.0,29.0,6.7,2013-10-27,10,2013,27
0.0,0.0,45.0,53.0,35.0,9.4,2013-10-28,10,2013,28
0.0,0.0,47.0,57.0,42.0,7.6,2013-10-29,10,2013,29
0.55,0.0,52.0,63.0,43.0,7.6,2013-10-30,10,2013,30
1.04,0.0,61.0,64.0,46.0,11.4,2013-10-31,10,2013,31
0.08,0.0,47.0,48.0,43.0,11.4,2013-11-01,11,2013,1
0.01,0.0,44.0,48.0,38.0,7.6,2013-11-02,11,2013,2
0.0,0.0,42.0,53.0,33.0,7.4,2013-11-03,11,2013,3
0.0,0.0,48.0,58.0,42.0,14.1,2013-11-04,11,2013,4
0.04,0.0,53.0,55.0,50.0,10.7,2013-11-05,11,2013,5
0.6,0.0,52.0,57.0,35.0,14.3,2013-11-06,11,2013,6
0.0,0.0,38.0,44.0,30.0,9.2,2013-11-07,11,2013,7
0.0,0.0,37.0,48.0,28.0,9.4,2013-11-08,11,2013,8
0.0,0.0,49.0,58.0,41.0,18.3,2013-11-09,11,2013,9
0.0,0.0,43.0,49.0,35.0,9.6,2013-11-10,11,2013,10
0.29,0.4,42.0,47.0,25.0,12.8,2013-11-11,11,2013,11
0.0,0.0,27.0,33.0,22.0,11.0,2013-11-12,11,2013,12
0.0,0.0,28.0,40.0,20.0,14.3,2013-11-13,11,2013,13
0.0,0.0,38.0,49.0,32.0,14.5,2013-11-14,11,2013,14
0.01,0.0,44.0,50.0,38.0,10.3,2013-11-15,11,2013,15
0.4,0.0,47.0,61.0,42.0,17.0,2013-11-16,11,2013,16
0.39,0.0,60.0,69.0,43.0,21.5,2013-11-17,11,2013,17
0.0,0.0,41.0,43.0,30.0,15.0,2013-11-18,11,2013,18
0.0,0.0,33.0,42.0,25.0,5.8,2013-11-19,11,2013,19
0.15,0.0,36.0,45.0,28.0,10.5,2013-11-20,11,2013,20
0.05,0.0,44.0,51.0,41.0,4.9,2013-11-21,11,2013,21
0.04,0.0,40.0,43.0,27.0,9.2,2013-11-22,11,2013,22
0.0,0.0,25.0,26.0,15.0,14.8,2013-11-23,11,2013,23
0.0,0.0,18.0,27.0,11.0,9.6,2013-11-24,11,2013,24
0.03,0.5,26.0,31.0,22.0,12.5,2013-11-25,11,2013,25
0.0,0.0,31.0,34.0,17.0,11.9,2013-11-26,11,2013,26
0.0,0.0,21.0,29.0,13.0,11.4,2013-11-27,11,2013,27
0.0,0.0,26.0,34.0,19.0,9.2,2013-11-28,11,2013,28
0.0,0.0,25.0,36.0,15.0,5.1,2013-11-29,11,2013,29
0.0,0.0,36.0,50.0,29.0,8.3,2013-11-30,11,2013,30
0.0,0.0,37.0,42.0,29.0,5.6,2013-12-01,12,2013,1
0.07,0.0,36.0,44.0,29.0,7.4,2013-12-02,12,2013,2
0.02,0.0,41.0,50.0,37.0,7.6,2013-12-03,12,2013,3
0.02,0.0,50.0,56.0,39.0,11.6,2013-12-04,12,2013,4
0.0,0.0,35.0,39.0,21.0,14.3,2013-12-05,12,2013,5
0.0,0.0,20.0,21.0,13.0,9.6,2013-12-06,12,2013,6
0.0,0.0,14.0,21.0,8.0,6.9,2013-12-07,12,2013,7
0.24,3.1,19.0,26.0,15.0,8.7,2013-12-08,12,2013,8
0.0,0.0,22.0,25.0,0.0,14.5,2013-12-09,12,2013,9
0.0,0.2,9.0,21.0,-6.0,13.6,2013-12-10,12,2013,10
0.05,0.7,16.0,21.0,1.0,9.4,2013-12-11,12,2013,11
0.0,0.0,6.0,19.0,-3.0,11.0,2013-12-12,12,2013,12
0.01,0.2,21.0,32.0,13.0,6.0,2013-12-13,12,2013,13
0.23,4.0,30.0,31.0,22.0,11.0,2013-12-14,12,2013,14
0.0,0.2,19.0,22.0,10.0,12.3,2013-12-15,12,2013,15
0.05,0.7,13.0,21.0,7.0,5.6,2013-12-16,12,2013,16
0.01,0.2,22.0,33.0,16.0,13.4,2013-12-17,12,2013,17
0.0,0.0,25.0,35.0,15.0,12.5,2013-12-18,12,2013,18
0.06,0.0,35.0,39.0,33.0,6.9,2013-12-19,12,2013,19
0.31,0.0,35.0,36.0,33.0,9.4,2013-12-20,12,2013,20
0.24,0.0,32.0,35.0,30.0,8.5,2013-12-21,12,2013,21
0.2,0.0,33.0,34.0,24.0,11.2,2013-12-22,12,2013,22
0.0,0.1,20.0,26.0,-1.0,12.5,2013-12-23,12,2013,23
0.01,0.1,4.0,18.0,-2.0,8.9,2013-12-24,12,2013,24
0.07,1.2,20.0,27.0,18.0,10.3,2013-12-25,12,2013,25
0.0,0.0,23.0,34.0,14.0,9.8,2013-12-26,12,2013,26
0.0,0.0,33.0,41.0,21.0,9.6,2013-12-27,12,2013,27
0.0,0.0,40.0,50.0,33.0,12.8,2013-12-28,12,2013,28
0.01,0.0,35.0,40.0,11.0,11.6,2013-12-29,12,2013,29
0.04,0.5,10.0,13.0,1.0,7.4,2013-12-30,12,2013,30
0.3,3.0,8.0,12.0,2.0,8.1,2013-12-31,12,2013,31
0.25,2.1,16.0,22.0,10.0,11.4,2014-01-01,1,2014,1
0.22,5.8,19.0,21.0,-1.0,12.8,2014-01-02,1,2014,2
0.0,0.0,4.0,20.0,-12.0,15.0,2014-01-03,1,2014,3
0.26,3.0,24.0,31.0,19.0,14.3,2014-01-04,1,2014,4
0.59,8.7,21.0,29.0,-3.0,16.8,2014-01-05,1,2014,5
0.0,0.0,-8.0,-2.0,-16.0,18.8,2014-01-06,1,2014,6
0.0,0.0,-7.0,3.0,-12.0,9.6,2014-01-07,1,2014,7
0.0,0.0,3.0,17.0,-6.0,4.5,2014-01-08,1,2014,8
0.01,0.3,8.0,27.0,-4.0,5.6,2014-01-09,1,2014,9
0.8,0.0,30.0,40.0,27.0,10.5,2014-01-10,1,2014,10
0.06,0.0,37.0,40.0,31.0,13.9,2014-01-11,1,2014,11
0.0,0.0,33.0,44.0,28.0,16.1,2014-01-12,1,2014,12
0.0,0.0,41.0,45.0,27.0,11.0,2014-01-13,1,2014,13
0.01,0.0,30.0,35.0,22.0,15.2,2014-01-14,1,2014,14
0.0,0.1,20.0,22.0,15.0,11.9,2014-01-15,1,2014,15
0.01,0.3,25.0,34.0,19.0,16.3,2014-01-16,1,2014,16
0.04,1.1,18.0,20.0,12.0,12.3,2014-01-17,1,2014,17
0.12,2.4,15.0,21.0,7.0,6.5,2014-01-18,1,2014,18
0.0,0.0,19.0,37.0,10.0,14.1,2014-01-19,1,2014,19
0.18,3.4,33.0,35.0,13.0,11.6,2014-01-20,1,2014,20
0.07,2.5,10.0,13.0,0.0,14.1,2014-01-21,1,2014,21
0.0,0.6,6.0,15.0,0.0,12.3,2014-01-22,1,2014,22
0.0,0.0,3.0,10.0,-5.0,14.3,2014-01-23,1,2014,23
0.02,0.4,5.0,28.0,-6.0,20.1,2014-01-24,1,2014,24
0.0,0.0,23.0,33.0,7.0,17.9,2014-01-25,1,2014,25
0.17,2.4,15.0,31.0,6.0,16.1,2014-01-26,1,2014,26
0.0,0.0,5.0,6.0,-7.0,16.1,2014-01-27,1,2014,27
0.0,0.0,-5.0,3.0,-11.0,11.9,2014-01-28,1,2014,28
0.0,0.0,8.0,23.0,1.0,13.0,2014-01-29,1,2014,29
0.0,0.4,24.0,33.0,20.0,18.1,2014-01-30,1,2014,30
0.01,0.2,24.0,28.0,17.0,5.6,2014-01-31,1,2014,31
0.43,3.8,25.0,31.0,20.0,6.9,2014-02-01,2,2014,1
0.0,0.0,19.0,21.0,-1.0,7.8,2014-02-02,2,2014,2
0.0,0.0,8.0,21.0,-6.0,3.8,2014-02-03,2,2014,3
0.08,1.3,15.0,24.0,7.0,6.9,2014-02-04,2,2014,4
0.35,5.7,23.0,25.0,9.0,13.2,2014-02-05,2,2014,5
0.0,0.0,7.0,14.0,-2.0,12.3,2014-02-06,2,2014,6
0.0,0.0,2.0,11.0,-4.0,10.5,2014-02-07,2,2014,7
0.07,2.5,10.0,16.0,5.0,4.9,2014-02-08,2,2014,8
0.0,0.0,14.0,19.0,4.0,9.4,2014-02-09,2,2014,9
0.0,0.0,6.0,12.0,-3.0,8.9,2014-02-10,2,2014,10
0.0,0.0,4.0,14.0,-8.0,5.8,2014-02-11,2,2014,11
0.0,0.0,8.0,24.0,-5.0,6.5,2014-02-12,2,2014,12
0.0,0.1,22.0,32.0,10.0,11.4,2014-02-13,2,2014,13
0.0,0.0,20.0,22.0,12.0,9.8,2014-02-14,2,2014,14
0.04,0.7,15.0,24.0,3.0,7.4,2014-02-15,2,2014,15
0.0,0.0,20.0,29.0,17.0,10.5,2014-02-16,2,2014,16
0.35,5.0,24.0,28.0,23.0,14.5,2014-02-17,2,2014,17
0.0,0.0,31.0,46.0,16.0,12.3,2014-02-18,2,2014,18
0.0,0.0,38.0,44.0,30.0,7.4,2014-02-19,2,2014,19
1.16,0.1,36.0,49.0,34.0,13.9,2014-02-20,2,2014,20
0.0,0.3,34.0,37.0,26.0,23.3,2014-02-21,2,2014,21
0.0,0.0,28.0,35.0,21.0,11.6,2014-02-22,2,2014,22
0.0,0.0,23.0,28.0,15.0,12.8,2014-02-23,2,2014,23
0.0,0.0,18.0,25.0,12.0,12.3,2014-02-24,2,2014,24
0.0,0.0,18.0,22.0,6.0,13.0,2014-02-25,2,2014,25
0.0,0.0,8.0,18.0,1.0,15.4,2014-02-26,2,2014,26
0.0,0.0,11.0,18.0,4.0,11.9,2014-02-27,2,2014,27
0.0,0.0,12.0,30.0,3.0,9.2,2014-02-28,2,2014,28
0.29,3.7,25.0,31.0,11.0,9.4,2014-03-01,3,2014,1
0.09,1.4,11.0,14.0,1.0,11.2,2014-03-02,3,2014,2
0.0,0.0,7.0,19.0,-2.0,4.9,2014-03-03,3,2014,3
0.0,0.1,16.0,27.0,12.0,6.0,2014-03-04,3,2014,4
0.15,1.7,21.0,23.0,19.0,12.1,2014-03-05,3,2014,5
0.0,0.0,22.0,33.0,16.0,6.7,2014-03-06,3,2014,6
0.0,0.0,29.0,47.0,13.0,7.6,2014-03-07,3,2014,7
0.02,0.3,33.0,38.0,21.0,10.5,2014-03-08,3,2014,8
0.0,0.0,27.0,42.0,19.0,12.3,2014-03-09,3,2014,9
0.0,0.0,44.0,53.0,40.0,11.4,2014-03-10,3,2014,10
0.14,0.4,44.0,50.0,34.0,9.2,2014-03-11,3,2014,11
0.48,3.2,31.0,34.0,14.0,15.2,2014-03-12,3,2014,12
0.0,0.0,22.0,39.0,11.0,10.7,2014-03-13,3,2014,13
0.0,0.0,43.0,53.0,37.0,17.9,2014-03-14,3,2014,14
0.0,0.2,37.0,40.0,27.0,10.3,2014-03-15,3,2014,15
0.0,0.0,24.0,27.0,19.0,17.9,2014-03-16,3,2014,16
0.0,0.0,26.0,40.0,20.0,8.3,2014-03-17,3,2014,17
0.0,0.0,37.0,52.0,27.0,11.4,2014-03-18,3,2014,18
0.19,0.0,44.0,46.0,34.0,12.8,2014-03-19,3,2014,19
0.04,0.7,37.0,47.0,30.0,7.6,2014-03-20,3,2014,20
0.0,0.0,41.0,58.0,30.0,11.4,2014-03-21,3,2014,21
0.0,0.0,42.0,41.0,26.0,13.4,2014-03-22,3,2014,22
0.0,0.0,27.0,32.0,19.0,9.8,2014-03-23,3,2014,23
0.0,0.0,26.0,36.0,20.0,7.4,2014-03-24,3,2014,24
0.05,0.6,27.0,31.0,20.0,13.2,2014-03-25,3,2014,25
0.0,0.0,26.0,39.0,15.0,10.5,2014-03-26,3,2014,26
0.2,0.0,39.0,55.0,34.0,17.4,2014-03-27,3,2014,27
0.06,0.0,44.0,55.0,34.0,11.9,2014-03-28,3,2014,28
0.0,0.0,36.0,41.0,28.0,10.1,2014-03-29,3,2014,29
0.0,0.0,38.0,57.0,25.0,6.0,2014-03-30,3,2014,30
0.0,0.0,52.0,68.0,41.0,17.2,2014-03-31,3,2014,31
0.0,0.0,46.0,57.0,32.0,18.8,2014-04-01,4,2014,1
0.0,0.0,41.0,45.0,34.0,10.3,2014-04-02,4,2014,2
0.53,0.0,38.0,43.0,35.0,13.6,2014-04-03,4,2014,3
0.0,0.0,40.0,48.0,34.0,16.6,2014-04-04,4,2014,4
0.0,0.0,40.0,51.0,31.0,5.8,2014-04-05,4,2014,5
0.0,0.0,42.0,57.0,31.0,6.5,2014-04-06,4,2014,6
0.0,0.0,45.0,54.0,36.0,6.7,2014-04-07,4,2014,7
